=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-5-26_15-52-38
====================================================================================
15:52:38 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
15:52:38 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
15:52:38 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
15:52:38 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
15:52:38 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
15:52:38 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
15:52:38 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
15:52:38 | [PermissionManager] Perm (MenuBansManager) has been registered!
15:52:38 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
15:52:38 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
15:52:38 | [PermissionManager] Perm (MenuWebHooks) has been registered!
15:52:38 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
15:52:38 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
15:52:38 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
15:52:38 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
15:52:38 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
15:52:38 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
15:52:38 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
15:52:38 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
15:52:38 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
15:52:38 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
15:52:38 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
15:52:38 | [PermissionManager] Perm (EspToolsMenu) has been registered!
15:52:38 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
15:52:38 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
15:52:38 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
15:52:38 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
15:52:38 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
15:52:38 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
15:52:38 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
15:52:38 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
15:52:38 | [PermissionManager] Adding Super Admin (76561198119114852)
15:52:38 | [PermissionManager] Loaded UserGroups.json
15:52:38 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
15:52:38 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
15:52:38 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
15:52:38 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
15:52:38 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
15:52:38 | Building Sets Loaded: 0
15:52:38 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
15:56:41 | Player "Juts" (steamId=76561198119114852) connected to server!
15:57:16 | "Juts" (steamid=76561198119114852) gave godmode to (steamid=76561198119114852)
15:57:21 | "Juts" (steamid=76561198119114852) just updated a health stat on (steamid=76561198119114852)
15:57:21 | "Juts" (steamid=76561198119114852) just updated a health stat on (steamid=76561198119114852)
15:57:27 | "Juts" (steamid=76561198119114852) toggled freecam
15:57:59 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<9479.730469, 6.000000, 1957.789917>)
15:58:8 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<9753.516602, 6.310162, 1954.194824>)
15:58:15 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<9925.919922, 7.087276, 1952.185547>)
15:58:45 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<10042.601563, 5.999997, 1877.127930>)
16:0:23 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<10227.714844, 6.246887, 1953.384399>)
16:0:30 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<10175.693359, 5.999939, 1849.338501>)
16:0:33 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<10248.098633, 5.999603, 1804.075439>)
16:0:43 | [WeatherManager] Send Data Count is 0
16:0:51 | [Time Manager] Setting Date to 2026/3/1 8:7
16:1:12 | [Time Manager] Setting Date to 2026/3/1 8:7
16:1:22 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<10320.478516, 6.175755, 2002.089355>)
16:1:31 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<10514.000977, 6.500825, 2104.634277>)
16:1:43 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<10794.209961, 5.914520, 2484.395752>)
16:2:0 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<11922.862305, 6.245789, 3475.806885>)
16:2:7 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<11939.992188, 6.298134, 3468.403076>)
16:2:21 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12071.763672, 9.579482, 3511.074463>)
16:2:24 | "Juts" (steamid=76561198119114852) toggled freecam
16:2:28 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12070.580078, 11.160052, 3512.048828>)
16:2:58 | "Juts" (steamid=76561198119114852) toggled freecam
16:3:9 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12177.158203, 6.018494, 3506.737793>)
16:3:18 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12371.713867, 6.046953, 3530.219727>)
16:3:24 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12458.271484, 6.835659, 3542.224609>)
16:3:43 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13261.285156, 5.320621, 4006.385498>)
16:4:1 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13385.150391, 5.889141, 5438.500000>)
16:4:12 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13443.356445, 5.949974, 6137.670898>)
16:4:20 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13466.576172, 6.140266, 6348.210449>)
16:4:27 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13353.515625, 5.999977, 6258.419434>)
16:4:32 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13456.208984, 5.657394, 6393.699219>)
16:4:36 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13407.647461, 4.268448, 6615.600586>)
16:4:41 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13229.007813, 6.128040, 7090.011719>)
16:4:53 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13114.472656, 2.407394, 7629.307129>)
16:5:0 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12971.542969, 24.132954, 8016.033691>)
16:5:13 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12929.974609, 7.202862, 8338.554688>)
16:5:19 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12735.074219, 6.083748, 8745.659180>)
16:5:34 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12669.482422, 5.987274, 9440.867188>)
16:5:46 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12796.661133, 6.009422, 9659.855469>)
16:5:58 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12690.691406, 6.009026, 9866.029297>)
16:6:15 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12876.525391, 5.980087, 10033.538086>)
16:6:35 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<12968.985352, 6.009991, 9992.727539>)
16:6:56 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13088.618164, 5.990456, 10365.314453>)
16:11:6 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13395.139648, 5.605865, 10913.789063>)
16:11:11 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13674.177734, 1.770168, 11168.423828>)
16:11:15 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13794.200195, 3.815992, 11163.663086>)
16:11:31 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13855.334961, 3.713636, 11157.541992>)
16:11:34 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<13856.393555, 1.237376, 11160.690430>)
16:11:34 | "Juts" (steamid=76561198119114852) toggled freecam
16:12:2 | "Juts" (steamid=76561198119114852) toggled freecam
16:12:24 | "Juts" (steamid=76561198119114852) teleported to crosshair (pos=<11893.556641, 140.000015, 12473.806641>)
16:17:4 | Player "Juts" (steamId=76561198119114852) initiated disconnect process...
