=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-5-26_7-1-57
====================================================================================
7:1:57 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
7:1:57 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
7:1:57 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
7:1:57 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
7:1:57 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
7:1:57 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
7:1:57 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
7:1:57 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
7:1:57 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
7:1:57 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
7:1:57 | [PermissionManager] Perm (MenuBansManager) has been registered!
7:1:57 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
7:1:57 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
7:1:57 | [PermissionManager] Perm (MenuWebHooks) has been registered!
7:1:57 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
7:1:57 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
7:1:57 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
7:1:57 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
7:1:57 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
7:1:57 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
7:1:57 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
7:1:57 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
7:1:57 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
7:1:57 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
7:1:57 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
7:1:57 | [PermissionManager] Perm (EspToolsMenu) has been registered!
7:1:57 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
7:1:57 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
7:1:57 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
7:1:57 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
7:1:57 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
7:1:57 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
7:1:57 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
7:1:57 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
7:1:57 | [PermissionManager] Adding Super Admin (76561198119114852)
7:1:57 | [PermissionManager] Loaded UserGroups.json
7:1:57 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
7:1:57 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
7:1:57 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
7:1:57 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
7:1:57 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
7:1:57 | Building Sets Loaded: 0
7:1:57 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
8:57:18 | Player "Juto" (steamId=76561198119114852) connected to server!
8:58:1 | "Juto" (steamid=76561198119114852) gave godmode to (steamid=76561198119114852)
9:4:45 | "76561198119114852" (steamid=76561198119114852) teleported to (pos=<3761.260010, 402.664551, 6004.729980>)
9:4:45 | "Juto": (steamid=76561198119114852) teleported to (pos=3761.26,0,6004.73)
9:6:44 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3703.089355, 402.000000, 5992.257813>)
9:6:50 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3697.111084, 402.000000, 5990.636230>)
9:6:55 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3697.223877, 402.000000, 5990.205078>)
9:6:57 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3700.585205, 402.000000, 5990.921387>)
9:7:5 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3693.333984, 401.999969, 5990.081055>)
9:7:29 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3704.493164, 402.000000, 5993.598633>)
9:7:32 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3697.687256, 402.000000, 5988.973145>)
9:16:13 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3697.829590, 402.000000, 5989.020020>)
9:21:18 | [WeatherManager] Send Data Count is 0
9:21:26 | [Time Manager] Setting Date to 2026/3/6 16:14
9:29:55 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3693.722168, 402.000000, 5973.390137>)
9:30:50 | "Juto" (steamid=76561198119114852) teleported to crosshair (pos=<3694.701172, 402.000000, 5970.219727>)
9:36:42 | [WeatherManager] Send Data Count is 0
9:36:47 | [Time Manager] Setting Date to 2026/3/6 12:8
9:47:15 | Player "Juto" (steamId=76561198119114852) initiated disconnect process...
9:47:16 | Player "Juto" (steamId=76561198119114852) disconnected from server.
